ref_no,title,make,model,year,mileage,engine_cc,transmission,fuel,seats,location,price_usd,total_price_usd,price_ugx,total_price_ugx,url,source
CA760901,2014 BMW MINI,Bmw,Mini,2014,132200.0,1500.0,AT,Petrol,4,Location,,,,,/bmw/mini/ca760901/id/12848561/,BeForward
CB100001,2017 BMW MINI,Bmw,Mini,2017,113000.0,2000.0,AT,Diesel,5,Location,,,,,/bmw/mini/cb100001/id/13156851/,BeForward
CA226954,2014 NISSAN SERENA,Nissan,Serena,2014,79700.0,2000.0,AT,Hybrid(Petrol),8,Location,,,,,/nissan/serena/ca226954/id/12310410/,BeForward
BY807507,2014 MAZDA PREMACY,Mazda,Premacy,2014,66900.0,2000.0,AT,Petrol,7,Location,,,,,/mazda/premacy/by807507/id/11958736/,BeForward
CA226945,2010 MAZDA MPV,Mazda,Mpv,2010,57650.0,2300.0,AT,Petrol,8,Location,,,,,/mazda/mpv/ca226945/id/12310401/,BeForward
CA330337,2004 MITSUBISHI CANTER,Mitsubishi,Canter,2004,175500.0,5240.0,AT,Diesel,3,Location,,,,,/mitsubishi/canter/ca330337/id/12415156/,BeForward
CA608314,2013 MITSUBISHI CANTER,Mitsubishi,Canter,2013,193800.0,3000.0,AT,Diesel,3,Location,,,,,/mitsubishi/canter/ca608314/id/12695362/,BeForward
CB034782,2011 HONDA FREED,Honda,Freed,2011,119999.0,1500.0,AT,Petrol,7,Location,,,,,/honda/freed/cb034782/id/13090723/,BeForward
CA686617,2013 HONDA STEP WGN,Honda,Step,2013,182800.0,2000.0,AT,Petrol,8,Location,,,,,/honda/step-wgn/ca686617/id/12773618/,BeForward
CB022410,2012 HONDA STEP WGN,Honda,Step,2012,113500.0,2000.0,CVT,Petrol,7,Location,,,,,/honda/step-wgn/cb022410/id/13078925/,BeForward
CB034777,2009 HONDA ODYSSEY,Honda,Odyssey,2009,125000.0,2400.0,CVT,Petrol,7,Location,,,,,/honda/odyssey/cb034777/id/13090718/,BeForward
CA834433,1999 SUZUKI JIMNY,Suzuki,Jimny,1999,175000.0,660.0,MT,Petrol,4,Location,,,,,/suzuki/jimny/ca834433/id/12923448/,BeForward
CA280745,1992 SUZUKI JIMNY,Suzuki,Jimny,1992,53000.0,660.0,MT,Petrol,2,Location,,,,,/suzuki/jimny/ca280745/id/12364840/,BeForward
CA527873,2011 LEXUS LS,Lexus,Ls,2011,130100.0,5000.0,CVT,Hybrid(Petrol),5,Location,,,,,/lexus/ls/ca527873/id/12613938/,BeForward
CA794374,2010 LEXUS LS,Lexus,Ls,2010,160000.0,,AT,Petrol,5,Location,,,,,/lexus/ls/ca794374/id/12882959/,BeForward
CA794378,1998 SUZUKI JIMNY,Suzuki,Jimny,1998,235000.0,650.0,AT,Petrol,4,Location,,,,,/suzuki/jimny/ca794378/id/12882963/,BeForward
CB034759,2007 LEXUS LS,Lexus,Ls,2007,42800.0,,AT,Hybrid(Petrol),5,Location,,,,,/lexus/ls/cb034759/id/13090700/,BeForward
CA173117,2005 TOYOTA VITZ,Toyota,Vitz,2005,43000.0,1500.0,MT,Petrol,5,Location,,,,,/toyota/vitz/ca173117/id/12256478/,BeForward
CA618188,2014 TOYOTA PORTE,Toyota,Porte,2014,27030.0,1500.0,AT,Petrol,5,Location,,,,,/toyota/porte/ca618188/id/12705127/,BeForward
CB034749,2019 TOYOTA PRIUS,Toyota,Prius,2019,87000.0,,AT,Petrol,ASK,Location,,,,,/toyota/prius/cb034749/id/13090690/,BeForward
BY432608,2016 TOYOTA PRIUS,Toyota,Prius,2016,34900.0,1800.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/by432608/id/11580489/,BeForward
CA072473,2023 TOYOTA PRIUS,Toyota,Prius,2023,10100.0,1800.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/ca072473/id/12155044/,BeForward
CB089047,2010 TOYOTA PRIUS,Toyota,Prius,2010,34580.0,1800.0,AT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb089047/id/13146044/,BeForward
CA679960,"2020 MERCEDES-BENZ B-CLASS
                                 PKG",Mercedes-Benz,B-Class,2020,19610.0,2000.0,AT,Diesel,5,Location,,,,,/mercedes-benz/b-class/ca679960/id/12767526/,BeForward
CA487503,2022 MERCEDES-BENZ C-CLASS,Mercedes-Benz,C-Class,2022,27000.0,1500.0,AT,Petrol,5,Location,,,,,/mercedes-benz/c-class/ca487503/id/12573839/,BeForward
CB034743,2009 VOLVO V70,Volvo,V70,2009,65600.0,2600.0,AT,Petrol,5,Location,,,,,/volvo/v70/cb034743/id/13090684/,BeForward
CA540712,2014 VOLVO S60,Volvo,S60,2014,50150.0,1968.0,AT,Petrol,5,Location,,,,,/volvo/s60/ca540712/id/12626998/,BeForward
CA488550,2015 PEUGEOT 308,Peugeot,308,2015,30000.0,1190.0,AT,Petrol,5,Location,,,,,/peugeot/308/ca488550/id/12574936/,BeForward
CB034740,2010 VOLVO C30,Volvo,C30,2010,41900.0,2000.0,AT,Petrol,4,Location,,,,,/volvo/c30/cb034740/id/13090681/,BeForward
CA834418,2003 FIAT PUNTO,Fiat,Punto,2003,52600.0,1240.0,CVT,Petrol,5,Location,,,,,/fiat/punto/ca834418/id/12923433/,BeForward
CA834417,2011 FIAT 500,Fiat,500,2011,81000.0,1240.0,AT,Petrol,4,Location,,,,,/fiat/500/ca834417/id/12923432/,BeForward
CB034737,2014 FIAT 500,Fiat,500,2014,53000.0,875.0,AT,Petrol,4,Location,,,,,/fiat/500/cb034737/id/13090678/,BeForward
CB090508,2003 CHEVROLET ASTRO,Chevrolet,Astro,2003,182876.0,4290.0,AT,Petrol,5,Location,,,,,/chevrolet/astro/cb090508/id/13147750/,BeForward
CB204862,2023 CADILLAC ESCALADE,Cadillac,Escalade,2023,9000.0,6200.0,AT,Petrol,7,Location,,,,,/cadillac/escalade/cb204862/id/13262256/,BeForward
CB204863,2019 CHEVROLET CAMARO,Chevrolet,Camaro,2019,108000.0,2000.0,AT,Petrol,4,Location,,,,,/chevrolet/camaro/cb204863/id/13262257/,BeForward
CB204864,2016 CHEVROLET CORVETTE,Chevrolet,Corvette,2016,22000.0,6200.0,AT,Petrol,2,Location,,,,,/chevrolet/corvette/cb204864/id/13262258/,BeForward
CB204865,2014 FORD MUSTANG,Ford,Mustang,2014,20000.0,5000.0,AT,Petrol,4,Location,,,,,/ford/mustang/cb204865/id/13262259/,BeForward
CB204867,2012 FIAT 500,Fiat,500,2012,66300.0,900.0,AT,Petrol,1,Location,,,,,/fiat/500/cb204867/id/13262261/,BeForward
CB204868,2012 FIAT 500,Fiat,500,2012,83000.0,1200.0,AT,Petrol,4,Location,,,,,/fiat/500/cb204868/id/13262262/,BeForward
CB204869,2015 CITROEN DS3,Citroen,Ds3,2015,48000.0,1200.0,AT,Petrol,5,Location,,,,,/citroen/ds3/cb204869/id/13262263/,BeForward
CB204870,2009 PEUGEOT 207,Peugeot,207,2009,34000.0,1580.0,MT,Petrol,4,Location,,,,,/peugeot/207/cb204870/id/13262264/,BeForward
CB204871,2013 VOLVO V40,Volvo,V40,2013,46000.0,1600.0,AT,Petrol,5,Location,,,,,/volvo/v40/cb204871/id/13262265/,BeForward
CB204872,2010 VOLVO V50,Volvo,V50,2010,70400.0,2000.0,AT,Petrol,5,Location,,,,,/volvo/v50/cb204872/id/13262266/,BeForward
CB204873,2020 VOLVO XC90,Volvo,Xc90,2020,26000.0,2000.0,AT,Hybrid(Petrol),7,Location,,,,,/volvo/xc90/cb204873/id/13262267/,BeForward
CB204874,2012 TOYOTA ESTIMA,Toyota,Estima,2012,67000.0,2400.0,CVT,Petrol,7,Location,,,,,/toyota/estima/cb204874/id/13262268/,BeForward
CB204875,2009 TOYOTA ESTIMA HYBRID,Toyota,Estima,2009,74000.0,2400.0,CVT,Hybrid(Petrol),7,Location,,,,,/toyota/estima-hybrid/cb204875/id/13262269/,BeForward
CB204876,2013 TOYOTA SPADE,Toyota,Spade,2013,103000.0,1500.0,CVT,Petrol,5,Location,,,,,/toyota/spade/cb204876/id/13262270/,BeForward
CB204877,2017 TOYOTA SPADE,Toyota,Spade,2017,25000.0,1500.0,CVT,Petrol,5,Location,,,,,/toyota/spade/cb204877/id/13262271/,BeForward
CB204878,2016 TOYOTA PRIUS,Toyota,Prius,2016,57900.0,1800.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb204878/id/13262272/,BeForward
CB204879,2018 TOYOTA PRIUS,Toyota,Prius,2018,67354.0,1790.0,AT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb204879/id/13262273/,BeForward
CB204880,2010 TOYOTA PRIUS,Toyota,Prius,2010,25000.0,1790.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb204880/id/13262274/,BeForward
CB204881,2019 TOYOTA PRIUS,Toyota,Prius,2019,91000.0,1800.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb204881/id/13262275/,BeForward
CB204883,2010 TOYOTA PRIUS,Toyota,Prius,2010,35000.0,1790.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb204883/id/13262277/,BeForward
CB204884,2011 TOYOTA PRIUS,Toyota,Prius,2011,79000.0,1800.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb204884/id/13262278/,BeForward
CB204885,2023 TOYOTA PRIUS,Toyota,Prius,2023,36000.0,2000.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb204885/id/13262279/,BeForward
CB204886,2012 TOYOTA PRIUS,Toyota,Prius,2012,152670.0,1800.0,AT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb204886/id/13262280/,BeForward
CB204887,2024 TOYOTA VOXY,Toyota,Voxy,2024,17000.0,2000.0,CVT,Petrol,7,Location,,,,,/toyota/voxy/cb204887/id/13262281/,BeForward
CB204889,2012 TOYOTA VOXY,Toyota,Voxy,2012,120000.0,2000.0,CVT,Petrol,5,Location,,,,,/toyota/voxy/cb204889/id/13262283/,BeForward
CB204890,2008 SUZUKI JIMNY,Suzuki,Jimny,2008,189230.0,650.0,MT,Petrol,4,Location,,,,,/suzuki/jimny/cb204890/id/13262284/,BeForward
CB204891,1999 SUZUKI JIMNY,Suzuki,Jimny,1999,190025.0,660.0,AT,Petrol,4,Location,,,,,/suzuki/jimny/cb204891/id/13262285/,BeForward
CB204892,2007 SUZUKI JIMNY,Suzuki,Jimny,2007,162000.0,660.0,MT,Petrol,4,Location,,,,,/suzuki/jimny/cb204892/id/13262286/,BeForward
CB204893,2003 SUZUKI JIMNY,Suzuki,Jimny,2003,117000.0,660.0,MT,Petrol,4,Location,,,,,/suzuki/jimny/cb204893/id/13262287/,BeForward
CB204894,2019 SUZUKI JIMNY,Suzuki,Jimny,2019,61000.0,660.0,MT,Petrol,4,Location,,,,,/suzuki/jimny/cb204894/id/13262288/,BeForward
CB204895,2019 SUZUKI SWIFT,Suzuki,Swift,2019,70000.0,1400.0,MT,Petrol,5,Location,,,,,/suzuki/swift/cb204895/id/13262289/,BeForward
CB204896,2002 SUBARU LEGACY B4,Subaru,Legacy,2002,158000.0,2000.0,MT,Petrol,5,Location,,,,,/subaru/legacy-b4/cb204896/id/13262290/,BeForward
CB204898,2003 SUBARU LEGACY B4,Subaru,Legacy,2003,74000.0,2000.0,AT,Petrol,5,Location,,,,,/subaru/legacy-b4/cb204898/id/13262292/,BeForward
CB204899,2012 SUBARU LEGACY TOURING WAGON,Subaru,Legacy,2012,112400.0,2500.0,AT,Petrol,5,Location,,,,,/subaru/legacy-touring-wagon/cb204899/id/13262293/,BeForward
CB204900,2004 SUBARU LEGACY TOURING WAGON,Subaru,Legacy,2004,72000.0,2000.0,AT,Petrol,5,Location,,,,,/subaru/legacy-touring-wagon/cb204900/id/13262294/,BeForward
CB204901,2012 SUBARU LEGACY TOURING WAGON,Subaru,Legacy,2012,101000.0,2500.0,CVT,Petrol,5,Location,,,,,/subaru/legacy-touring-wagon/cb204901/id/13262295/,BeForward
CB204902,2010 SUBARU LEGACY TOURING WAGON,Subaru,Legacy,2010,129470.0,2500.0,AT,Petrol,5,Location,,,,,/subaru/legacy-touring-wagon/cb204902/id/13262296/,BeForward
CB204903,2015 HONDA ODYSSEY,Honda,Odyssey,2015,120000.0,2400.0,CVT,Petrol,7,Location,,,,,/honda/odyssey/cb204903/id/13262297/,BeForward
CB204904,2009 HONDA STEP WGN,Honda,Step,2009,139000.0,2000.0,CVT,Petrol,5,Location,,,,,/honda/step-wgn/cb204904/id/13262298/,BeForward
CB204905,2011 HONDA STEP WGN,Honda,Step,2011,165900.0,2000.0,CVT,Petrol,5,Location,,,,,/honda/step-wgn/cb204905/id/13262299/,BeForward
CB204906,2018 HONDA STEP WGN,Honda,Step,2018,35000.0,1500.0,CVT,Petrol,8,Location,,,,,/honda/step-wgn/cb204906/id/13262300/,BeForward
CB204907,2005 HONDA FIT,Honda,Fit,2005,190971.0,1500.0,MT,Petrol,5,Location,,,,,/honda/fit/cb204907/id/13262301/,BeForward
CB204908,2020 HONDA FIT,Honda,Fit,2020,36000.0,1500.0,AT,Hybrid(Petrol),5,Location,,,,,/honda/fit/cb204908/id/13262302/,BeForward
CB204909,2014 HONDA FREED,Honda,Freed,2014,56000.0,1500.0,CVT,Hybrid(Petrol),7,Location,,,,,/honda/freed/cb204909/id/13262303/,BeForward
CB204910,2014 MITSUBISHI CANTER,Mitsubishi,Canter,2014,120000.0,2990.0,MT,Diesel,3,Location,,,,,/mitsubishi/canter/cb204910/id/13262304/,BeForward
CB204911,2015 MITSUBISHI CANTER,Mitsubishi,Canter,2015,182000.0,2990.0,MT,Diesel,3,Location,,,,,/mitsubishi/canter/cb204911/id/13262305/,BeForward
CB204912,2012 MITSUBISHI CANTER,Mitsubishi,Canter,2012,233000.0,3000.0,MT,Diesel,3,Location,,,,,/mitsubishi/canter/cb204912/id/13262306/,BeForward
CB204913,2016 MITSUBISHI CANTER,Mitsubishi,Canter,2016,178000.0,2990.0,MT,Diesel,3,Location,,,,,/mitsubishi/canter/cb204913/id/13262307/,BeForward
CB204914,2017 MITSUBISHI CANTER,Mitsubishi,Canter,2017,156000.0,2990.0,MT,Diesel,3,Location,,,,,/mitsubishi/canter/cb204914/id/13262308/,BeForward
CB204915,2012 MITSUBISHI CANTER,Mitsubishi,Canter,2012,11000.0,30000.0,AT,Petrol,3,Location,,,,,/mitsubishi/canter/cb204915/id/13262309/,BeForward
CB204916,2015 MITSUBISHI CANTER,Mitsubishi,Canter,2015,164000.0,2990.0,MT,Diesel,3,Location,,,,,/mitsubishi/canter/cb204916/id/13262310/,BeForward
CB204917,2008 MITSUBISHI PAJERO MINI,Mitsubishi,Pajero,2008,118000.0,,AT,Petrol,ASK,Location,,,,,/mitsubishi/pajero-mini/cb204917/id/13262311/,BeForward
CB204918,2009 NISSAN WINGROAD,Nissan,Wingroad,2009,63000.0,1500.0,CVT,Petrol,5,Location,,,,,/nissan/wingroad/cb204918/id/13262312/,BeForward
CB204919,2019 NISSAN SERENA,Nissan,Serena,2019,107000.0,2000.0,CVT,Hybrid(Petrol),8,Location,,,,,/nissan/serena/cb204919/id/13262313/,BeForward
CB204920,2022 NISSAN SERENA,Nissan,Serena,2022,59000.0,1200.0,AT,Hybrid(Petrol),7,Location,,,,,/nissan/serena/cb204920/id/13262314/,BeForward
CB204921,2016 NISSAN SERENA,Nissan,Serena,2016,58000.0,2000.0,CVT,Hybrid(Petrol),8,Location,,,,,/nissan/serena/cb204921/id/13262315/,BeForward
CB204922,2021 NISSAN SERENA,Nissan,Serena,2021,67000.0,1200.0,AT,Hybrid(Petrol),7,Location,,,,,/nissan/serena/cb204922/id/13262316/,BeForward
CB204923,2014 NISSAN SERENA,Nissan,Serena,2014,154120.0,2000.0,AT,Hybrid(Petrol),8,Location,,,,,/nissan/serena/cb204923/id/13262317/,BeForward
CB204924,2014 NISSAN NOTE,Nissan,Note,2014,89500.0,1200.0,CVT,Petrol,5,Location,,,,,/nissan/note/cb204924/id/13262318/,BeForward
CB204926,2009 NISSAN NOTE,Nissan,Note,2009,42000.0,1500.0,CVT,Petrol,5,Location,,,,,/nissan/note/cb204926/id/13262320/,BeForward
CB204927,2014 NISSAN NOTE,Nissan,Note,2014,69000.0,1200.0,CVT,Petrol,5,Location,,,,,/nissan/note/cb204927/id/13262321/,BeForward
CB204928,2025 BMW MINI,Bmw,Mini,2025,2500.0,1500.0,AT,Petrol,5,Location,,,,,/bmw/mini/cb204928/id/13262322/,BeForward
CB204929,2014 BMW MINI,Bmw,Mini,2014,80000.0,1600.0,AT,Petrol,4,Location,,,,,/bmw/mini/cb204929/id/13262323/,BeForward
CB204930,2016 BMW MINI,Bmw,Mini,2016,110000.0,1500.0,AT,Petrol,5,Location,,,,,/bmw/mini/cb204930/id/13262324/,BeForward
CB204932,2016 BMW MINI,Bmw,Mini,2016,71000.0,2000.0,AT,Diesel,5,Location,,,,,/bmw/mini/cb204932/id/13262326/,BeForward
CB204933,2007 AUDI TT,Audi,Tt,2007,143471.0,2000.0,AT,Petrol,4,Location,,,,,/audi/tt/cb204933/id/13262327/,BeForward
CB204861,"2015 AUDI A3
                                 SB 1.4 TFSI (AMBIENTE)",Audi,A3,2015,41042.0,1390.0,AT,Petrol,5,Location,,,,,/audi/a3/cb204861/id/13262255/,BeForward
CA554810,2020 MERCEDES-BENZ CLA-CLASS,Mercedes-Benz,Cla-Class,2020,6020.0,2000.0,AT,Petrol,5,Location,,,,,/mercedes-benz/cla-class/ca554810/id/12640739/,BeForward
CB158293,1998 NISSAN GLORIA VAN,Nissan,Gloria,1998,148203.0,2000.0,AT,Petrol,2,Location,,,,,/nissan/gloria-van/cb158293/id/13215737/,BeForward
CA711206,"2018 NISSAN AD VAN
                                 D",Nissan,Ad,2018,34380.0,1500.0,CVT,Petrol,2,Location,,,,,/nissan/ad-van/ca711206/id/12799667/,BeForward
CA833464,"2017 NISSAN AD VAN
                                 BETC",Nissan,Ad,2017,74600.0,1500.0,CVT,Petrol,2,Location,,,,,/nissan/ad-van/ca833464/id/12922479/,BeForward
BY266581,"2024 SUBARU LEVORG
                                 EX4WDLED",Subaru,Levorg,2024,3466.0,1800.0,AT,Petrol,5,Location,,,,,/subaru/levorg/by266581/id/11413047/,BeForward
BY640202,"2023 SUBARU LEVORG
                                 1.8EX4WDLED",Subaru,Levorg,2023,9546.0,1800.0,AT,Petrol,5,Location,,,,,/subaru/levorg/by640202/id/11790359/,BeForward
BY892863,2019 SUBARU LEVORG,Subaru,Levorg,2019,45550.0,1600.0,AT,Petrol,5,Location,,,,,/subaru/levorg/by892863/id/12044598/,BeForward
CB125975,"2023 TOYOTA LAND CRUISER
                                 4WD",Toyota,Land,2023,19.0,3500.0,AT,Petrol,7,Location,,,,,/toyota/land-cruiser/cb125975/id/13182558/,BeForward
CB022351,2014 MERCEDES-BENZ GLA-CLASS,Mercedes-Benz,Gla-Class,2014,86000.0,2000.0,AT,Petrol,5,Location,,,,,/mercedes-benz/gla-class/cb022351/id/13078866/,BeForward
CB022350,2019 MERCEDES-BENZ CLA-CLASS,Mercedes-Benz,Cla-Class,2019,55000.0,1949.0,AT,Diesel,5,Location,,,,,/mercedes-benz/cla-class/cb022350/id/13078865/,BeForward
CB034733,2014 MERCEDES-BENZ CLA-CLASS,Mercedes-Benz,Cla-Class,2014,108000.0,2000.0,AT,Petrol,5,Location,,,,,/mercedes-benz/cla-class/cb034733/id/13090674/,BeForward
BY058756,2020 AUDI S5,Audi,S5,2020,39000.0,3000.0,AT,Petrol,5,Location,,,,,/audi/s5/by058756/id/11202971/,BeForward
CA766568,"2022 SUBARU WRX S4
                                 2.4GT-HEX4WD11.6",Subaru,Wrx,2022,346.0,2400.0,AT,Petrol,5,Location,,,,,/subaru/wrx-s4/ca766568/id/12854341/,BeForward
BY808163,2017 SUBARU WRX S4,Subaru,Wrx,2017,20840.0,2000.0,MT,Petrol,5,Location,,,,,/subaru/wrx-s4/by808163/id/11959393/,BeForward
CB204824,"2016 MERCEDES-BENZ C-CLASS
                                 C180 AVANTGARDE (R17 LED)",Mercedes-Benz,C-Class,2016,59124.0,1595.0,AT,Petrol,5,Location,,,,,/mercedes-benz/c-class/cb204824/id/13262218/,BeForward
CA186718,2015 BMW 2 SERIES,Bmw,2,2015,81600.0,1500.0,AT,Petrol,5,Location,,,,,/bmw/2-series/ca186718/id/12269751/,BeForward
CA782040,1995 MAZDA BONGO WAGON,Mazda,Bongo,1995,327900.0,,MT,Diesel,7,Location,,,,,/mazda/bongo-wagon/ca782040/id/12871092/,BeForward
CB192448,2010 LEXUS LS,Lexus,Ls,2010,116000.0,5000.0,AT,Petrol,5,Location,,,,,/lexus/ls/cb192448/id/13250407/,BeForward
CB047500,2017 MITSUBISHI DELICA D2,Mitsubishi,Delica,2017,159300.0,1200.0,CVT,Hybrid(Petrol),5,Location,,,,,/mitsubishi/delica-d2/cb047500/id/13104295/,BeForward
BY058743,2006 MITSUBISHI I,Mitsubishi,I,2006,53100.0,660.0,AT,Petrol,4,Location,,,,,/mitsubishi/i/by058743/id/11202958/,BeForward
CA899470,"2010 LEXUS LS
                                 LS600H4WDTVBLED",Lexus,Ls,2010,108340.0,5000.0,AT,Petrol,5,Location,,,,,/lexus/ls/ca899470/id/12988795/,BeForward
CB204820,2014 MITSUBISHI EK SPACE,Mitsubishi,Ek,2014,111400.0,660.0,AT,Petrol,4,Location,,,,,/mitsubishi/ek-space/cb204820/id/13262214/,BeForward
CB204821,1990 MITSUBISHI JEEP,Mitsubishi,Jeep,1990,27100.0,2650.0,MT,Diesel,4,Location,,,,,/mitsubishi/jeep/cb204821/id/13262215/,BeForward
CB204822,2020 MAZDA FLAIR,Mazda,Flair,2020,36500.0,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/mazda/flair/cb204822/id/13262216/,BeForward
CB204823,2001 MITSUOKA VIEWT,Mitsuoka,Viewt,2001,105000.0,1000.0,AT,Petrol,5,Location,,,,,/mitsuoka/viewt/cb204823/id/13262217/,BeForward
CB204832,2014 AUDI R8,Audi,R8,2014,21000.0,5200.0,MT,Petrol,2,Location,,,,,/audi/r8/cb204832/id/13262226/,BeForward
CB204833,2024 PORSCHE PANAMERA,Porsche,Panamera,2024,4000.0,2900.0,AT,Petrol,5,Location,,,,,/porsche/panamera/cb204833/id/13262227/,BeForward
CA953965,"2004 TOYOTA CELSIOR
                                 A19",Toyota,Celsior,2004,101729.0,4300.0,AT,Petrol,5,Location,,,,,/toyota/celsior/ca953965/id/13043654/,BeForward
BX897537,"2022 TOYOTA CROWN CROSSOVER
                                 2.4RSE-FOURADVANCED4WD",Toyota,Crown,2022,6986.0,2400.0,AT,Hybrid(Petrol),5,Location,,,,,/toyota/crown-crossover/bx897537/id/11124430/,BeForward
CA025880,"2023 TOYOTA CROWN CROSSOVER
                                 RSE-FOURADVANCED4WDLED",Toyota,Crown,2023,7085.0,2400.0,AT,Petrol,5,Location,,,,,/toyota/crown-crossover/ca025880/id/12107383/,BeForward
BY581866,"2022 TOYOTA CROWN CROSSOVER
                                 2.4RSE-FOURADVANCED4WD",Toyota,Crown,2022,9314.0,2400.0,AT,Petrol,5,Location,,,,,/toyota/crown-crossover/by581866/id/11730766/,BeForward
CA025877,"2023 TOYOTA CROWN CROSSOVER
                                 2.4RSE-FOURADVANCED4WD",Toyota,Crown,2023,7989.0,2400.0,AT,Petrol,5,Location,,,,,/toyota/crown-crossover/ca025877/id/12107380/,BeForward
CA160161,"2023 TOYOTA CROWN CROSSOVER
                                 2.4RSE-FOURADVANCED4WD",Toyota,Crown,2023,7458.0,2400.0,AT,Petrol,5,Location,,,,,/toyota/crown-crossover/ca160161/id/12241765/,BeForward
BY812838,"2022 TOYOTA CROWN CROSSOVER
                                 2.4RSE-FOURADVANCED4WD",Toyota,Crown,2022,8704.0,2400.0,AT,Petrol,5,Location,,,,,/toyota/crown-crossover/by812838/id/11963944/,BeForward
CA093693,2024 TOYOTA LAND CRUISER,Toyota,Land,2024,60.0,2700.0,AT,Petrol,7,Location,,,,,/toyota/land-cruiser/ca093693/id/12176562/,BeForward
CA487146,"2024 TOYOTA LAND CRUISER
                                 2.7VX4WD",Toyota,Land,2024,3000.0,2700.0,AT,Petrol,7,Location,,,,,/toyota/land-cruiser/ca487146/id/12573465/,BeForward
BY593216,2007 TOYOTA HIACE WAGON,Toyota,Hiace,2007,120230.0,2700.0,AT,Petrol,10,Location,,,,,/toyota/hiace-wagon/by593216/id/11743166/,BeForward
BW423865,"2011 TOYOTA HIACE VAN
                                 2.7GL",Toyota,Hiace,2011,96000.0,2700.0,AT,Petrol,10,Location,,,,,/toyota/hiace-van/bw423865/id/9683886/,BeForward
CA820145,2017 TOYOTA HIACE VAN,Toyota,Hiace,2017,43885.0,2700.0,AT,Petrol,5,Location,,,,,/toyota/hiace-van/ca820145/id/12908751/,BeForward
CA740662,2008 TOYOTA HIACE VAN,Toyota,Hiace,2008,17062.0,2000.0,AT,Petrol,3,Location,,,,,/toyota/hiace-van/ca740662/id/12828584/,BeForward
CA209577,2013 MITSUBISHI EK WAGON,Mitsubishi,Ek,2013,93100.0,660.0,CVT,Petrol,4,Location,,,,,/mitsubishi/ek-wagon/ca209577/id/12292672/,BeForward
CA594199,1997 SUBARU SAMBAR,Subaru,Sambar,1997,136900.0,660.0,MT,Petrol,4,Location,,,,,/subaru/sambar/ca594199/id/12681163/,BeForward
CA397773,2018 TOYOTA HIACE VAN,Toyota,Hiace,2018,148436.0,2000.0,AT,Petrol,5,Location,,,,,/toyota/hiace-van/ca397773/id/12482074/,BeForward
CA513104,2012 SUBARU IMPREZA G4,Subaru,Impreza,2012,42900.0,2000.0,CVT,Petrol,5,Location,,,,,/subaru/impreza-g4/ca513104/id/12599170/,BeForward
CA680208,2015 SUBARU IMPREZA SPORTS,Subaru,Impreza,2015,108770.0,2000.0,AT,Petrol,5,Location,,,,,/subaru/impreza-sports/ca680208/id/12767774/,BeForward
CA834201,2009 DAIHATSU MOVE CONTE,Daihatsu,Move,2009,104700.0,660.0,AT,Petrol,4,Location,,,,,/daihatsu/move-conte/ca834201/id/12923216/,BeForward
BX710409,2013 DAIHATSU MOVE,Daihatsu,Move,2013,149930.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/move/bx710409/id/10936147/,BeForward
CA717144,2011 DAIHATSU MOVE,Daihatsu,Move,2011,200400.0,660.0,AT,Petrol,4,Location,,,,,/daihatsu/move/ca717144/id/12804904/,BeForward
CB034682,2020 DAIHATSU MOVE,Daihatsu,Move,2020,19800.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/move/cb034682/id/13090623/,BeForward
CB022303,2014 DAIHATSU MIRA COCOA,Daihatsu,Mira,2014,81138.0,660.0,AT,Petrol,4,Location,,,,,/daihatsu/mira-cocoa/cb022303/id/13078818/,BeForward
CB089010,2012 DAIHATSU MIRA ES,Daihatsu,Mira,2012,23850.0,660.0,AT,Petrol,4,Location,,,,,/daihatsu/mira-es/cb089010/id/13145986/,BeForward
CB089009,2020 DAIHATSU HIJET VAN,Daihatsu,Hijet,2020,34750.0,660.0,AT,Petrol,4,Location,,,,,/daihatsu/hijet-van/cb089009/id/13145985/,BeForward
CA671105,2014 DAIHATSU TANTO,Daihatsu,Tanto,2014,18200.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/ca671105/id/12758406/,BeForward
CA834182,2010 DAIHATSU TANTO,Daihatsu,Tanto,2010,113600.0,660.0,AT,Petrol,4,Location,,,,,/daihatsu/tanto/ca834182/id/12923197/,BeForward
CA834183,2010 DAIHATSU TANTO,Daihatsu,Tanto,2010,157500.0,660.0,AT,Petrol,4,Location,,,,,/daihatsu/tanto/ca834183/id/12923198/,BeForward
